35129580|SLP-001,NUT-006,NUT-001|randomized_controlled_trial|習慣的睡眠6.5時間未満で過体重の21～40歳80人。睡眠延長指導を通常生活と比較。|睡眠が平均約1.2時間延びた群では、対照群より推定摂取エネルギーが約270kcal/日少なかった。|短期間・限定対象の試験。270kcalは個人の保証値ではなく、体重減少や長期予防を全員に約束しない。|食事だけに注意を向ける前に、日常の睡眠不足も振り返る。
37478886|AGE-004,AGE-003,RES-003|randomized_controlled_trial|未治療の難聴がある70～84歳977人。補聴支援と健康教育を3年間比較。|全体の主要解析では認知低下に有意差がなかった。事前に設定された解析で研究集団による効果の違いを示した。|一部の高リスク集団の結果を全員に拡張しない。聞こえの支援の価値と認知症予防効果を区別する。|補聴器が必ず認知症を防ぐという広告ではなく、聞こえの困りごとと研究の範囲を分ける。
25771249|AGE-003,AGE-002,EXE-009,RES-001|multidomain_randomized_trial|認知低下リスクのある60～77歳1260人。食事・運動・認知訓練・血管リスク管理を2年間比較。|複合介入で認知検査スコアの平均変化に小さな群間差を報告。介入群では筋骨格系の痛みなどの有害事象も多かった。|認知症発症を必ず防ぐ結果ではなく、一要素だけの効果も切り出せない。対象集団と安全性を確認する。|脳トレだけに頼らず生活全体を考える記事で、複合介入の限界も示す。
34096763|WRK-002,WRK-010,MEN-007,EMO-004|meta_analysis|30研究・34介入、3725人。仕事から心理的に離れることを促す介入を比較。|仕事からの心理的な切り離しに平均的な改善を示し、介入の期間や量、測定場面などで差があった。|何も考えない努力だけを勧めない。仕事量・裁量・連絡ルールなど職場側の要因も区別する。|退勤後の仕事の考え事を減らすため、個人の対処と職場ルールの両方を検討する。
23990553|MON-006,ATT-007,RES-001|experiment_and_within_person_field_comparison|金銭的な心配を促す実験と、農家の収穫前後の認知課題を比較。|困窮に関する心配と認知成績低下を結びつける結果を報告した。状況が思考の余裕に関わるという仮説の入口。|有名な初期研究で、関連する批判・応答がある。一般的な知能や人格の低さと解釈せず、独立追試と交絡を追加確認する。|支払いへの不安で仕事に集中できないことを、本人の能力の低さだけで説明しない。
32719123|INT-001,INT-009,REL-008,PER-001|pooled_longitudinal_predictive_study|29研究室・43のカップル縦断データを機械学習で解析。|関係への満足は関係固有の自己報告から予測されやすかったが、満足度が将来どう変化するかの予測は難しかった。|予測因子は改善の原因とは限らない。個人の恋愛・結婚・別れを診断するモデルではない。|性格の相性診断だけでなく、現在の感謝や支え合いを話し合う切り口に使う。
38589702|ENV-009,REL-003,MEN-008|systematic_review_multivariate_meta_analysis|137研究をメタ分析し75研究を追加で概観。新生児・成人など計12966人。|接触介入で複数の心身指標の改善を報告した。成人と新生児、臨床集団と健康集団で結果の範囲が異なった。|盲検化が難しく小規模研究バイアスがある。本人が望まない接触を健康のために正当化しない。|手を握るなどの触れ合いを、相手の同意や好みと切り離さず説明する。
30646029|ENV-005,WEL-010,MON-006|cluster_randomized_trial|米国フィラデルフィアの空き地110クラスターと周辺住民442人。緑化・清掃・介入なしを比較。|緑化群で抑うつ感など一部指標が改善したが、総合的な精神的不調の差は統計的に明確ではなかった。|緑化は清掃・柵・維持管理を含む複合介入。追跡欠測と地域限定性があり、2018年訂正内容も追加確認する。|個人の気分転換だけでなく、近隣の環境整備を心の健康の問題として考える。
29990359|ENV-001,ATT-007|prospective_observational_cohort|ボストン地域の大学生44人を熱波前後12日間追跡。冷房あり・なしの居住環境を比較。|冷房のない群で熱波中の起床後の認知課題の反応時間などが悪化した。|無作為化ではなく年齢も限定。朝のテストから一日中の能力や万人の最適室温を断定しない。|暑さの中で集中できないことを気合い不足とせず、作業環境を振り返る。
26502459|ENV-002,ATT-007,WRK-009|controlled_exposure_study|成人24人が6日間、換気・VOC・CO2の異なる実験的オフィス環境で勤務。|空気条件によって高次認知課題の成績に差が見られた。換気や空気質を作業環境の要因として検討する資料。|小規模の模擬環境。課題スコアの上昇率を実際の生産性上昇率や安全閾値に読み替えない。|眠い会議の原因を本人の意欲だけにせず、換気や室内環境も点検する。
24749966|CRE-001,CRE-006,ATT-006,EXE-009|four_experiments|座位、トレッドミル歩行、屋外歩行などで発散的・収束的思考課題を比較。|歩行は案を多く出す発散課題に役立ったが、正解を一つに絞る課題に同じ利点があるわけではなかった。|短い実験課題からすべての企画の質・仕事の成果に一般化しない。安全に歩ける環境と個人差を考慮する。|アイデア出しで行き詰まったとき、短い散歩と机上での案の評価を分けて考える。
25284006|CRE-002,LEA-007,MOT-003|memory_experiment_with_fmri|好奇心が高い・低い状態で学んだ情報を即時と翌日に再生。脳活動も測定。|好奇心が高い内容やその状態で付随的に学んだ情報で記憶が良い傾向を報告した。|脳活動の相関からドーパミンの単独因果を断定しない。授業や長期の学力への転移は追加検証が必要。|学習前に自分の疑問を一つ作る、という説明例の科学的背景にする。
32955293|CRE-004,WEL-010,AGE-009|randomized_small_trial|健康な高齢者60人。8週間、週15分の畏敬に注意を向ける散歩と通常の散歩を比較。|散歩中や日常の一部のポジティブ感情に改善を報告したが、不安・抑うつ・生活満足度は両群とも前後で変わらなかった。|小標本・特定年齢・短期間。壮大な景色を見れば心の病気が治るとしない。|いつもの散歩で新しい発見に注意を向けることと、旅行による治療効果を混同しない。
14736317|LIF-001,LIF-009,EMO-009|narrative_theoretical_review|喪失や潜在的なトラウマ後の適応の軌跡に関する研究を論じる。|大きな機能低下から回復する軌跡だけでなく、比較的安定して機能する軌跡も区別すべきと論じた。|頻度を確定する最新メタ分析ではない。関連議論あり。悲しみの強さや回復速度を本人の優劣にしない。|悲嘆に決まった順番や期限があるという説明を避け、反応の多様性を紹介する。
20716644|LIF-010,REL-002,REL-003|meta_analysis|孤独軽減の介入を、社会技能・支援・接触機会・社会的認知などに分けて比較。|無作為化の有無で効果の大きさが異なり、無作為化研究内では社会的認知を扱う介入が有望だった。|2011年の基礎研究で現在の最終順位ではない。孤独を本人の考え方だけの責任にせず、介入機会や障壁も扱う。|連絡先を増やせば必ず孤独が解消する、という単純な助言を避ける。
24121465|MON-014,MON-006,LIF-002,MEN-001|systematic_review_meta_analysis|無担保の個人債務と心身の健康の65論文を検討。|債務が重いほど精神・身体の健康が悪いという関連が多くの研究で見られたが、因果方向は確定しにくかった。|所得、失業、既存の不調と逆因果が関わる。借金がある個人の将来を予測せず、金融・法律の個別助言とは分ける。|返済の負担による不眠や不安を、家計と健康の両面から支援につなぐ切り口にする。
27276373|LIF-001,LIF-007,MEN-002|randomized_clinical_trial|複雑性悲嘆の基準を満たす死別経験者395人。標的心理療法と薬・偽薬の組み合わせを比較。|標的心理療法の効果が示され、薬の追加は悲嘆自体の反応率より併存する抑うつ症状で異なる結果を示した。|一般的な悲しみ全般を治療対象にしない。診断概念と薬の国内適応は現在の情報で確認し、自己治療を勧めない。|生活の支障が続く悲嘆に、ただ時間を待つ以外の専門的支援があることを説明する。
19897238|LIF-003,AGE-006,WRK-003|longitudinal_cohort|フランスの企業従業員14714人。退職の前後最大7年ずつ自己評価の健康を追跡。|退職後に主観的健康の改善が見られ、退職前の労働環境によって改善の程度が異なった。|単一企業・当時の退職制度の観察研究。退職を個人に推奨する因果的根拠や日本の年金判断にはならない。|退職後の張り合いだけでなく、仕事から解放される負担にも目を向ける。
29494195|LAN-002,AGE-002,RES-006|meta_analysis|成人の二言語話者と一言語話者を比べる152研究、891効果量。未公表データも含む。|一部の認知課題に小さな優位があったが、出版バイアスを補正すると一貫した優位の証拠は残らなかった。|言語学習の実用的価値を否定する結果ではなく、語学で認知症を防げるかも別の問い。|語学は脳に必ず特別な効果があるからではなく、使いたい目的から学ぶ。
29729947|LAN-001,LEA-002,AGE-005|large_observational_modeling_study|英語話者669498人のデータから開始年齢・現在年齢・経験年数を分けて文法学習をモデル化。|文法習得能力の年齢変化を推定し、思春期後半以降の変化を報告した。|横断的データとモデルの仮定に依存。母語並みの文法と実用会話は別で、大人は学べないという意味ではない。|成人の学習では発音・文法・実際に話す目的を分けて目標を作る。
28447835|LAN-008,REL-004,REL-005|conversation_experiments_and_field_observation|オンラインの初対面会話と対面の短時間デートなど3研究。質問、とくに追質問と好意を検討。|質問を多く促す実験と、追質問・好意の関連を報告した。相手への反応性が一つの説明として検討された。|2019年の関連批判と2025年訂正あり。訂正告知は結論維持と記載するが、監査データの独立再解析は未実施。質問の強制や詮索にしない。|自分の話だけで埋めず、相手の答えを受けた自然な追質問をする説明例に使う。
38642901|HPS-002,SLP-008,MEN-001|systematic_review_meta_analysis_cohorts|更年期段階とうつの17前向き研究、16061人。7論文をメタ分析。|閉経移行期では閉経前に比べ抑うつ症状・診断のオッズが高く、閉経後では明確な増加は見られなかった。|段階の定義や測定法が研究で異なる。ホルモン単独原因や全員の症状を断定せず、生活状況・既往も確認する。|年齢による気分や睡眠の変化を性格の問題と決めつけず相談材料として整理する。
